,Vietnamese,Positive,Negative,"Anger
/ tức giận","Anticipation
/ Hi vọng","Disgust
/ chán ghét","Fear
/ sợ hãi","Joy
/ thích thú","Sadness
/ buồn bã","Surprise
/ ngạc nhiên","Trust
/ tin tưởng",
,phê bình,0,0,0,0,0,0,0,0,0,0,0
,phe phái,0,0,0,0,0,0,0,0,0,0,0
,phèo,0,0,0,0,0,0,0,0,0,0,0
,phí,0,0,0,0,0,0,0,0,0,0,0
,phi bạo lực,0,0,0,0,0,0,0,0,0,0,0
,phi cá nhân,0,0,0,0,0,0,0,0,0,0,0
,phi chính trị,0,0,0,0,0,0,0,0,0,0,0
,phi giáo hội,0,0,0,0,0,0,0,0,0,0,0
,phi mậu dịch,0,0,0,0,0,0,0,0,0,0,0
,phi ngôn ngữ,0,0,0,0,0,0,0,0,0,0,0
,phi pháp,0,0,0,0,0,0,0,0,0,0,0
,phi tài chính,0,0,0,0,0,0,0,0,0,0,0
,phi thiết giáp,0,0,0,0,0,0,0,0,0,0,0
,phi tiêu chuẩn,0,0,0,0,0,0,0,0,0,0,0
,phi tín ngưỡng,0,0,0,0,0,0,0,0,0,0,0
aerodrome,phi trường,0,0,0,0,0,0,0,0,0,0,0
,phi vật chất,0,0,0,0,0,0,0,0,0,0,0
,phi võ trang,0,0,0,0,0,0,0,0,0,0,0
,phi vũ trang,0,0,0,0,0,0,0,0,0,0,0
,phi xã hội,0,0,0,0,0,0,0,0,0,0,0
,phía có gió,0,0,0,0,0,0,0,0,0,0,0
,phía có gió thổi,0,0,0,0,0,0,0,0,0,0,0
,phía đít,0,0,0,0,0,0,0,0,0,0,0
,phía đông,0,0,0,0,0,0,0,0,0,0,0
,phía Đông Mĩ,0,0,0,0,0,0,0,0,0,0,0
,phía dưới,0,0,0,0,0,0,0,0,0,0,0
,phía đuôi,0,0,0,0,0,0,0,0,0,0,0
,phía gió,0,0,0,0,0,0,0,0,0,0,0
,phía gió thổi,0,0,0,0,0,0,0,0,0,0,0
,phía ngoài,0,0,0,0,0,0,0,0,0,0,0
,phía sau,0,0,0,0,0,0,0,0,0,0,0
,phía sau sân khấu,0,0,0,0,0,0,0,0,0,0,0
western,phía tây,0,0,0,0,0,0,0,0,0,0,0
,phía Tây sông Mississippi,0,0,0,0,0,0,0,0,0,0,0
,phía trên,0,0,0,0,0,0,0,0,0,0,0
,phía trong,0,0,0,0,0,0,0,0,0,0,0
,phía trước,0,0,0,0,0,0,0,0,0,0,0
,phiến diện,0,0,0,0,0,0,0,0,0,0,0
,phiến loạn,0,0,0,0,0,0,0,0,0,0,0
bond,phiếu,0,0,0,0,0,0,0,0,0,0,0
,phình đại,0,0,0,0,0,0,0,0,0,0,0
,phình ra,0,0,0,0,0,0,0,0,0,0,0
,phình to,0,0,0,0,0,0,0,0,0,0,0
,phô bày ra,0,0,0,0,0,0,0,0,0,0,0
,phổ dụng,0,0,0,0,0,0,0,0,0,0,0
universal,phổ quát,0,0,0,0,0,0,0,0,0,0,0
,phổ thông,0,0,0,0,0,0,0,0,0,0,0
,phôi,0,0,0,0,0,0,0,0,0,0,0
,phối hợp,0,0,0,0,0,0,0,0,0,0,0
,phôi thai,0,0,0,0,0,0,0,0,0,0,0
,phóng đãng,0,0,0,0,0,0,0,0,0,0,0
,phòng không,0,0,0,0,0,0,0,0,0,0,0
bedroom,phòng ngủ,0,0,0,0,0,0,0,0,0,0,0
,phong phú,0,0,0,0,0,0,0,0,0,0,0
baggy,phồng ra,0,0,0,0,0,0,0,0,0,0,0
bathroom,phòng tắm,0,0,0,0,0,0,0,0,0,0,0
defensive,phòng thủ,0,0,0,0,0,0,0,0,0,0,0
defensible,phòng thủ được,0,0,0,0,0,0,0,0,0,0,0
customary,phong tục,0,0,0,0,0,0,0,0,0,0,0
correspondent,phóng viên,0,0,0,0,0,0,0,0,0,0,0
,phóng xạ,0,0,0,0,0,0,0,0,0,0,0
,phớt,0,0,0,0,0,0,0,0,0,0,0
,phủ,0,0,0,0,0,0,0,0,0,0,0
,phụ,0,0,0,0,0,0,0,0,0,0,0
adjacency,phụ cận,0,0,0,0,0,0,0,0,0,0,0
allowance,phụ cấp,0,0,0,0,0,0,0,0,0,0,0
,phủ định,0,0,0,0,0,0,0,0,0,0,0
deciduous,phù du,0,0,0,0,0,0,0,0,0,0,0
,phụ hệ,0,0,0,0,0,0,0,0,0,0,0
accessory,phụ kiện,0,0,0,0,0,0,0,0,0,0,0
,phụ lưu,0,0,0,0,0,0,0,0,0,0,0
,phụ nữ,0,0,0,0,0,0,0,0,0,0,0
,phụ quyền,0,0,0,0,0,0,0,0,0,0,0
alluvial,phù sa,0,0,0,0,0,0,0,0,0,0,0
frosted,phủ sương,0,0,0,0,0,0,0,0,0,0,0
,phụ thêm,0,0,0,0,0,0,0,0,0,0,0
appurtenances,phụ tùng,0,0,0,0,0,0,0,0,0,0,0
,phức điệu,0,0,0,0,0,0,0,0,0,0,0
welfare,phúc lợi,0,0,0,0,0,0,0,0,0,0,0
,phúc tổ,0,0,0,0,0,0,0,0,0,0,0
,phục tùng mệnh lệnh,0,0,0,0,0,0,0,0,0,0,0
,phun trào,0,0,0,0,0,0,0,0,0,0,0
,phung phí,0,0,0,0,0,0,0,0,0,0,0
boreal,phương bắc,0,0,0,0,0,0,0,0,0,0,0
,phương đông,0,0,0,0,0,0,0,0,0,0,0
,phương nam,0,0,0,0,0,0,0,0,0,0,0
,phương nằm ngang,0,0,0,0,0,0,0,0,0,0,0
,phương ngang,0,0,0,0,0,0,0,0,0,0,0
,qua,0,0,0,0,0,0,0,0,0,0,0
,quá,0,0,0,0,0,0,0,0,0,0,0
ball,quả banh,0,0,0,0,0,0,0,0,0,0,0
transit,quá cảnh,0,0,0,0,0,0,0,0,0,0,0
,quá chừng,0,0,0,0,0,0,0,0,0,0,0
,quá chừng mực,0,0,0,0,0,0,0,0,0,0,0
,quá cỡ,0,0,0,0,0,0,0,0,0,0,0
,qua đêm,0,0,0,0,0,0,0,0,0,0,0
,quá ham muốn tình dục,0,0,0,0,0,0,0,0,0,0,0
,quá hạn,0,0,0,0,0,0,0,0,0,0,0
,quá hứng tình,0,0,0,0,0,0,0,0,0,0,0
,quá khổ,0,0,0,0,0,0,0,0,0,0,0
bygone,quá khứ,0,0,0,0,0,0,0,0,0,0,0
,quá kì hạn,0,0,0,0,0,0,0,0,0,0,0
,qua lại,0,0,0,0,0,0,0,0,0,0,0
,quá lớn,0,0,0,0,0,0,0,0,0,0,0
,quá mức,0,0,0,0,0,0,0,0,0,0,0
,quá nhiều,0,0,0,0,0,0,0,0,0,0,0
,quá nửa,0,0,0,0,0,0,0,0,0,0,0
walnut,quả óc chó,0,0,0,0,0,0,0,0,0,0,0
apple,quả táo,0,0,0,0,0,0,0,0,0,0,0
,quá thể,0,0,0,0,0,0,0,0,0,0,0
,quá thời hạn,0,0,0,0,0,0,0,0,0,0,0
,quái ác,0,0,0,0,0,0,0,0,0,0,0
booth,quán,0,0,0,0,0,0,0,0,0,0,0
,quăn,0,0,0,0,0,0,0,0,0,0,0
,quằn,0,0,0,0,0,0,0,0,0,0,0
governing,quản,0,0,0,0,0,0,0,0,0,0,0
apparel,quần áo,0,0,0,0,0,0,0,0,0,0,0
bar,quán ba,0,0,0,0,0,0,0,0,0,0,0
archipelago,quần đảo,0,0,0,0,0,0,0,0,0,0,0
,quan hệ,0,0,0,0,0,0,0,0,0,0,0
,quan hệ máu mủ,0,0,0,0,0,0,0,0,0,0,0
,quan hệ ruột thịt,0,0,0,0,0,0,0,0,0,0,0
trooper,quân nhân,0,0,0,0,0,0,0,0,0,0,0
,quan niệm,0,0,0,0,0,0,0,0,0,0,0
,quân phiệt,0,0,0,0,0,0,0,0,0,0,0
,quấn quanh,0,0,0,0,0,0,0,0,0,0,0
,quân sự,0,0,0,0,0,0,0,0,0,0,0
,quan trọng nhất,0,0,0,0,0,0,0,0,0,0,0
,quan yếu,0,0,0,0,0,0,0,0,0,0,0
,quang,0,0,0,0,0,0,0,0,0,0,0
toss,quăng,0,0,0,0,0,0,0,0,0,0,0
,quảng canh,0,0,0,0,0,0,0,0,0,0,0
poster,quảng cáo,0,0,0,0,0,0,0,0,0,0,0
,quang đãng,0,0,0,0,0,0,0,0,0,0,0
areola,quầng đỏ,0,0,0,0,0,0,0,0,0,0,0
,quang hợp,0,0,0,0,0,0,0,0,0,0,0
,quang mây,0,0,0,0,0,0,0,0,0,0,0
,quang minh chính đại,0,0,0,0,0,0,0,0,0,0,0
,quanh năm,0,0,0,0,0,0,0,0,0,0,0
,quanh quéo,0,0,0,0,0,0,0,0,0,0,0
,quặp,0,0,0,0,0,0,0,0,0,0,0
,quắt,0,0,0,0,0,0,0,0,0,0,0
,quắt lại,0,0,0,0,0,0,0,0,0,0,0
,quàu quạu,0,0,0,0,0,0,0,0,0,0,0
turning,quay,0,0,0,0,0,0,0,0,0,0,0
counter,quầy hàng,0,0,0,0,0,0,0,0,0,0,0
,quay quắc,0,0,0,0,0,0,0,0,0,0,0
,quay quanh,0,0,0,0,0,0,0,0,0,0,0
,quê,0,0,0,0,0,0,0,0,0,0,0
,quen,0,0,0,0,0,0,0,0,0,0,0
,quen biết,0,0,0,0,0,0,0,0,0,0,0
,quen mặt,0,0,0,0,0,0,0,0,0,0,0
,quen miệng,0,0,0,0,0,0,0,0,0,0,0
,quét đi,0,0,0,0,0,0,0,0,0,0,0
,qui chế,0,0,0,0,0,0,0,0,0,0,0
,qui định,0,0,0,0,0,0,0,0,0,0,0
,qui mô,0,0,0,0,0,0,0,0,0,0,0
,qui tắc,0,0,0,0,0,0,0,0,0,0,0
,quick-frozen,0,0,0,0,0,0,0,0,0,0,0
,quốc gia,0,0,0,0,0,0,0,0,0,0,0
idiomatic,quốc ngữ,0,0,0,0,0,0,0,0,0,0,0
,quốc nội,0,0,0,0,0,0,0,0,0,0,0
,quốc vương,0,0,0,0,0,0,0,0,0,0,0
,quỷ ác,0,0,0,0,0,0,0,0,0,0,0
,quy chế,0,0,0,0,0,0,0,0,0,0,0
circling,quỹ đạo,0,0,0,0,0,0,0,0,0,0,0
,quy định,0,0,0,0,0,0,0,0,0,0,0
,quy mô,0,0,0,0,0,0,0,0,0,0,0
,quy nạp,0,0,0,0,0,0,0,0,0,0,0
,quy tắc,0,0,0,0,0,0,0,0,0,0,0
access,quyền,0,0,0,0,0,0,0,0,0,0,0
,quyết định,0,0,0,0,0,0,0,0,0,0,0
,ra bên ngoài,0,0,0,0,0,0,0,0,0,0,0
beckon,ra dấu,0,0,0,0,0,0,0,0,0,0,0
,ra ngoài,0,0,0,0,0,0,0,0,0,0,0
,ra ngoài rìa,0,0,0,0,0,0,0,0,0,0,0
,ra vẻ,0,0,0,0,0,0,0,0,0,0,0
,ra xa,0,0,0,0,0,0,0,0,0,0,0
,rậm,0,0,0,0,0,0,0,0,0,0,0
,rậm lông,0,0,0,0,0,0,0,0,0,0,0
,rậm rạp,0,0,0,0,0,0,0,0,0,0,0
,rầm rộ,0,0,0,0,0,0,0,0,0,0,0
,rạn,0,0,0,0,0,0,0,0,0,0,0
,rắn rỏi,0,0,0,0,0,0,0,0,0,0,0
,răng cưa,0,0,0,0,0,0,0,0,0,0,0
aurora,rạng Đông,0,0,0,0,0,0,0,0,0,0,0
ambit,ranh giới,0,0,0,0,0,0,0,0,0,0,0
,rành mạch,0,0,0,0,0,0,0,0,0,0,0
,ráo,0,0,0,0,0,0,0,0,0,0,0
,ráo hoảnh,0,0,0,0,0,0,0,0,0,0,0
,ráp,0,0,0,0,0,0,0,0,0,0,0
,rất mạnh mẽ,0,0,0,0,0,0,0,0,0,0,0
,rất nhỏ,0,0,0,0,0,0,0,0,0,0,0
vegetable,rau,0,0,0,0,0,0,0,0,0,0,0
bearded,râu,0,0,0,0,0,0,0,0,0,0,0
,rầy rà,0,0,0,0,0,0,0,0,0,0,0
,rễ tre,0,0,0,0,0,0,0,0,0,0,0
,rền,0,0,0,0,0,0,0,0,0,0,0
,rỉ,0,0,0,0,0,0,0,0,0,0,0
,rì rầm,0,0,0,0,0,0,0,0,0,0,0
,rìa,0,0,0,0,0,0,0,0,0,0,0
,riêng,0,0,0,0,0,0,0,0,0,0,0
,riêng biệt,0,0,0,0,0,0,0,0,0,0,0
especial,riêng đặc biệt,0,0,0,0,0,0,0,0,0,0,0
,riêng lẻ,0,0,0,0,0,0,0,0,0,0,0
,riêng mình,0,0,0,0,0,0,0,0,0,0,0
asunder,riêng ra,0,0,0,0,0,0,0,0,0,0,0
,riêng rẽ,0,0,0,0,0,0,0,0,0,0,0
,riêng tư,0,0,0,0,0,0,0,0,0,0,0
,rõ,0,0,0,0,0,0,0,0,0,0,0
,rợ,0,0,0,0,0,0,0,0,0,0,0
,rối,0,0,0,0,0,0,0,0,0,0,0
,rỗi,0,0,0,0,0,0,0,0,0,0,0
,rời,0,0,0,0,0,0,0,0,0,0,0
,rời ra,0,0,0,0,0,0,0,0,0,0,0
,rời rạc,0,0,0,0,0,0,0,0,0,0,0
,rối tung,0,0,0,0,0,0,0,0,0,0,0
asunder,rời xa,0,0,0,0,0,0,0,0,0,0,0
umbilical,rốn,0,0,0,0,0,0,0,0,0,0,0
,rộn rịch,0,0,0,0,0,0,0,0,0,0,0
,ròng,0,0,0,0,0,0,0,0,0,0,0
,rỗng,0,0,0,0,0,0,0,0,0,0,0
,rộng lớn,0,0,0,0,0,0,0,0,0,0,0
,rộng lùng thùng,0,0,0,0,0,0,0,0,0,0,0
,rỗng nghĩa,0,0,0,0,0,0,0,0,0,0,0
,rộng thùng thình,0,0,0,0,0,0,0,0,0,0,0
,rũ,0,0,0,0,0,0,0,0,0,0,0
,rủ,0,0,0,0,0,0,0,0,0,0,0
,rũ xuống,0,0,0,0,0,0,0,0,0,0,0
,rủ xuống,0,0,0,0,0,0,0,0,0,0,0
,rực,0,0,0,0,0,0,0,0,0,0,0
,rủi ro,0,0,0,0,0,0,0,0,0,0,0
,rún rẩy,0,0,0,0,0,0,0,0,0,0,0
,rừng,0,0,0,0,0,0,0,0,0,0,0
tremble,rung rinh,0,0,0,0,0,0,0,0,0,0,0
,rườm rà,0,0,0,0,0,0,0,0,0,0,0
,ruột,0,0,0,0,0,0,0,0,0,0,0
,ruột thịt,0,0,0,0,0,0,0,0,0,0,0
damp,rượu,0,0,0,0,0,0,0,0,0,0,0
,rút lại,0,0,0,0,0,0,0,0,0,0,0
,rút ngắn lại,0,0,0,0,0,0,0,0,0,0,0
drained,rút nước,0,0,0,0,0,0,0,0,0,0,0
,rút rát,0,0,0,0,0,0,0,0,0,0,0
book,sách,0,0,0,0,0,0,0,0,0,0,0
,sạch cỏ,0,0,0,0,0,0,0,0,0,0,0
,sạch cỏ dại,0,0,0,0,0,0,0,0,0,0,0
booklet,sách nhỏ,0,0,0,0,0,0,0,0,0,0,0
,sai lệch,0,0,0,0,0,0,0,0,0,0,0
,sai sự thật,0,0,0,0,0,0,0,0,0,0,0
,sai trái,0,0,0,0,0,0,0,0,0,0,0
,sẫm,0,0,0,0,0,0,0,0,0,0,0
,sạm,0,0,0,0,0,0,0,0,0,0,0
,sậm,0,0,0,0,0,0,0,0,0,0,0
,săm soi,0,0,0,0,0,0,0,0,0,0,0
,săn,0,0,0,0,0,0,0,0,0,0,0
,sẵn,0,0,0,0,0,0,0,0,0,0,0
,săn chắc,0,0,0,0,0,0,0,0,0,0,0
,sẵn có,0,0,0,0,0,0,0,0,0,0,0
coral,san hô,0,0,0,0,0,0,0,0,0,0,0
,sần sùi,0,0,0,0,0,0,0,0,0,0,0
,sáng láng,0,0,0,0,0,0,0,0,0,0,0
,sáng mắt,0,0,0,0,0,0,0,0,0,0,0
,sáng nhẹ,0,0,0,0,0,0,0,0,0,0,0
,sáo,0,0,0,0,0,0,0,0,0,0,0
,sắp đổ,0,0,0,0,0,0,0,0,0,0,0
aligned,sắp hàng,0,0,0,0,0,0,0,0,0,0,0
beeswax,sáp ong,0,0,0,0,0,0,0,0,0,0,0
,sắp tới,0,0,0,0,0,0,0,0,0,0,0
arranged,sắp xếp,0,0,0,0,0,0,0,0,0,0,0
,sát,0,0,0,0,0,0,0,0,0,0,0
,sắt đá,0,0,0,0,0,0,0,0,0,0,0
,sát dưới,0,0,0,0,0,0,0,0,0,0,0
,sát gần,0,0,0,0,0,0,0,0,0,0,0
,sát nách,0,0,0,0,0,0,0,0,0,0,0
,sát ngay,0,0,0,0,0,0,0,0,0,0,0
,sát nhau,0,0,0,0,0,0,0,0,0,0,0
,sắt son,0,0,0,0,0,0,0,0,0,0,0
,sau,0,0,0,0,0,0,0,0,0,0,0
,sáu,0,0,0,0,0,0,0,0,0,0,0
,sâu,0,0,0,0,0,0,0,0,0,0,0
,sau lưng,0,0,0,0,0,0,0,0,0,0,0
,sau này,0,0,0,0,0,0,0,0,0,0,0
,sau phổ thông,0,0,0,0,0,0,0,0,0,0,0
,sâu rộng,0,0,0,0,0,0,0,0,0,0,0
,say,0,0,0,0,0,0,0,0,0,0,0
,say đòn,0,0,0,0,0,0,0,0,0,0,0
,sẻ chia,0,0,0,0,0,0,0,0,0,0,0
,sẽ tới về sau,0,0,0,0,0,0,0,0,0,0,0
,sền sệt,0,0,0,0,0,0,0,0,0,0,0
,sệt,0,0,0,0,0,0,0,0,0,0,0
,siêu âm,0,0,0,0,0,0,0,0,0,0,0
,siêu hạng,0,0,0,0,0,0,0,0,0,0,0
,siêu lớn,0,0,0,0,0,0,0,0,0,0,0
transcendent,siêu nghiệm,0,0,0,0,0,0,0,0,0,0,0
,siêu nhỏ,0,0,0,0,0,0,0,0,0,0,0
,siêu thường,0,0,0,0,0,0,0,0,0,0,0
,siêu vi,0,0,0,0,0,0,0,0,0,0,0
,sin sít,0,0,0,0,0,0,0,0,0,0,0
,sinh lí học,0,0,0,0,0,0,0,0,0,0,0
,sinh ngoài,0,0,0,0,0,0,0,0,0,0,0
biosphere,sinh quyển,0,0,0,0,0,0,0,0,0,0,0
,sinh trong,0,0,0,0,0,0,0,0,0,0,0
alumnus,sinh viên,0,0,0,0,0,0,0,0,0,0,0
,sít,0,0,0,0,0,0,0,0,0,0,0
,sơ bộ,0,0,0,0,0,0,0,0,0,0,0
,số ít,0,0,0,0,0,0,0,0,0,0,0
,so le,0,0,0,0,0,0,0,0,0,0,0
,số lùi,0,0,0,0,0,0,0,0,0,0,0
,số lượng,0,0,0,0,0,0,0,0,0,0,0
bulk,số lượng lớn,0,0,0,0,0,0,0,0,0,0,0
,sờ mó được,0,0,0,0,0,0,0,0,0,0,0
,số một,0,0,0,0,0,0,0,0,0,0,0
exponent,số mũ,0,0,0,0,0,0,0,0,0,0,0
,số nhiều,0,0,0,0,0,0,0,0,0,0,0
comparable,so sánh,0,0,0,0,0,0,0,0,0,0,0
,so sánh được,0,0,0,0,0,0,0,0,0,0,0
,so sánh ngầm,0,0,0,0,0,0,0,0,0,0,0
,sơ suất,0,0,0,0,0,0,0,0,0,0,0
touching,sờ vào,0,0,0,0,0,0,0,0,0,0,0
,sợi,0,0,0,0,0,0,0,0,0,0,0
,sôi động,0,0,0,0,0,0,0,0,0,0,0
,sớm biết,0,0,0,0,0,0,0,0,0,0,0
earlier,sớm hơn,0,0,0,0,0,0,0,0,0,0,0
,sớm nhận thức,0,0,0,0,0,0,0,0,0,0,0
,sớm nhất,0,0,0,0,0,0,0,0,0,0,0
,sớm phát triển,0,0,0,0,0,0,0,0,0,0,0
,sớm tinh khôn,0,0,0,0,0,0,0,0,0,0,0
,son,0,0,0,0,0,0,0,0,0,0,0
,sờn lòng,0,0,0,0,0,0,0,0,0,0,0
,son sắt,0,0,0,0,0,0,0,0,0,0,0
,sống,0,0,0,0,0,0,0,0,0,0,0
,sống còn,0,0,0,0,0,0,0,0,0,0,0
,sống mãi,0,0,0,0,0,0,0,0,0,0,0
bilateral,song phương,0,0,0,0,0,0,0,0,0,0,0
,song song,0,0,0,0,0,0,0,0,0,0,0
,staccato,0,0,0,0,0,0,0,0,0,0,0
aegis,sự bảo hộ,0,0,0,0,0,0,0,0,0,0,0
apostasy,sự bỏ đạo,0,0,0,0,0,0,0,0,0,0,0
ablation,sự cắt bỏ,0,0,0,0,0,0,0,0,0,0,0
amputation,sự cắt đi,0,0,0,0,0,0,0,0,0,0,0
auspices,sự che chở,0,0,0,0,0,0,0,0,0,0,0
adjournment,sự dời lại,0,0,0,0,0,0,0,0,0,0,0
agglomeration,sự kết lại,0,0,0,0,0,0,0,0,0,0,0
domesticated,sự nhập tịch,0,0,0,0,0,0,0,0,0,0,0
heaving,sự phập phòng,0,0,0,0,0,0,0,0,0,0,0
attrition,sự sám hối,0,0,0,0,0,0,0,0,0,0,0
boiling,sự sôi,0,0,0,0,0,0,0,0,0,0,0
augmentation,sự tăng,0,0,0,0,0,0,0,0,0,0,0
coincident,sự trùng hợp,0,0,0,0,0,0,0,0,0,0,0
,súc tích,0,0,0,0,0,0,0,0,0,0,0
,sủi,0,0,0,0,0,0,0,0,0,0,0
,sùng,0,0,0,0,0,0,0,0,0,0,0
,sũng,0,0,0,0,0,0,0,0,0,0,0
horny,sừng,0,0,0,0,0,0,0,0,0,0,0
bemused,sửng sốt,0,0,0,0,0,0,0,0,0,0,0
heating,sưởi,0,0,0,0,0,0,0,0,0,0,0
warming,sưởi ấm,0,0,0,0,0,0,0,0,0,0,0
,suôn,0,0,0,0,0,0,0,0,0,0,0
,suông,0,0,0,0,0,0,0,0,0,0,0
,suốt,0,0,0,0,0,0,0,0,0,0,0
bobbin,suốt chỉ,0,0,0,0,0,0,0,0,0,0,0
,suốt đêm,0,0,0,0,0,0,0,0,0,0,0
,suốt năm,0,0,0,0,0,0,0,0,0,0,0
,suốt ngày suốt đêm,0,0,0,0,0,0,0,0,0,0,0
,sút,0,0,0,0,0,0,0,0,0,0,0
,suy dinh dưỡng,0,0,0,0,0,0,0,0,0,0,0
,suy đoán,0,0,0,0,0,0,0,0,0,0,0
contemplative,suy tư,0,0,0,0,0,0,0,0,0,0,0
undoing,suy vi,0,0,0,0,0,0,0,0,0,0,0
,tác động,0,0,0,0,0,0,0,0,0,0,0
,tác động qua lại,0,0,0,0,0,0,0,0,0,0,0
,tách đôi,0,0,0,0,0,0,0,0,0,0,0
,tách rời,0,0,0,0,0,0,0,0,0,0,0
,tách rời ra,0,0,0,0,0,0,0,0,0,0,0
,tái,0,0,0,0,0,0,0,0,0,0,0
,tài chính,0,0,0,0,0,0,0,0,0,0,0
,tài tình,0,0,0,0,0,0,0,0,0,0,0
,tam,0,0,0,0,0,0,0,0,0,0,0
,tám,0,0,0,0,0,0,0,0,0,0,0
,tâm,0,0,0,0,0,0,0,0,0,0,0
bathe,tắm biển,0,0,0,0,0,0,0,0,0,0,0
,tầm cao,0,0,0,0,0,0,0,0,0,0,0
,tầm chương trích cú,0,0,0,0,0,0,0,0,0,0,0
,tầm cỡ,0,0,0,0,0,0,0,0,0,0,0
halt,tạm dừng lại,0,0,0,0,0,0,0,0,0,0,0
,tạm được,0,0,0,0,0,0,0,0,0,0,0
,tam giác,0,0,0,0,0,0,0,0,0,0,0
,tâm hồn,0,0,0,0,0,0,0,0,0,0,0
,tâm lí,0,0,0,0,0,0,0,0,0,0,0
,tâm linh,0,0,0,0,0,0,0,0,0,0,0
,tâm lý,0,0,0,0,0,0,0,0,0,0,0
bask,tắm nắng,0,0,0,0,0,0,0,0,0,0,0
,tầm tầm,0,0,0,0,0,0,0,0,0,0,0
,tạm thời,0,0,0,0,0,0,0,0,0,0,0
,tan,0,0,0,0,0,0,0,0,0,0,0
,tan chảy,0,0,0,0,0,0,0,0,0,0,0
,tận cùng,0,0,0,0,0,0,0,0,0,0,0
,tán loạn,0,0,0,0,0,0,0,0,0,0,0
,tản quyền,0,0,0,0,0,0,0,0,0,0,0
,tân thời,0,0,0,0,0,0,0,0,0,0,0
,tầng dưới,0,0,0,0,0,0,0,0,0,0,0
doubled,tăng gấp đôi,0,0,0,0,0,0,0,0,0,0,0
basement,tầng hầm,0,0,0,0,0,0,0,0,0,0,0
ductile,tánh dể bảo,0,0,0,0,0,0,0,0,0,0,0
,táo,0,0,0,0,0,0,0,0,0,0,0
,táo gan,0,0,0,0,0,0,0,0,0,0,0
,tạo hướng,0,0,0,0,0,0,0,0,0,0,0
,tạo tác,0,0,0,0,0,0,0,0,0,0,0
approximating,Tạo xấp xỉ,0,0,0,0,0,0,0,0,0,0,0
,tạp,0,0,0,0,0,0,0,0,0,0,0
collegiate,tập đoàn,0,0,0,0,0,0,0,0,0,0,0
collect,tập hợp,0,0,0,0,0,0,0,0,0,0,0
training,tập huấn,0,0,0,0,0,0,0,0,0,0,0
,tấp nập,0,0,0,0,0,0,0,0,0,0,0
apprenticeship,tập nghề,0,0,0,0,0,0,0,0,0,0,0
,tập thể,0,0,0,0,0,0,0,0,0,0,0
,tập trung sâu,0,0,0,0,0,0,0,0,0,0,0
,tắt,0,0,0,0,0,0,0,0,0,0,0
,tất cả,0,0,0,0,0,0,0,0,0,0,0
,tay,0,0,0,0,0,0,0,0,0,0,0
,tây,0,0,0,0,0,0,0,0,0,0,0
,tẩy,0,0,0,0,0,0,0,0,0,0,0
tripartite,tay ba,0,0,0,0,0,0,0,0,0,0,0
backpacker,tây ba lô,0,0,0,0,0,0,0,0,0,0,0
,tay bo,0,0,0,0,0,0,0,0,0,0,0
,tay không,0,0,0,0,0,0,0,0,0,0,0
,tay trắng,0,0,0,0,0,0,0,0,0,0,0
,tây vị,0,0,0,0,0,0,0,0,0,0,0
,tê,0,0,0,0,0,0,0,0,0,0,0
cellular,tế bào,0,0,0,0,0,0,0,0,0,0,0
,tênô,0,0,0,0,0,0,0,0,0,0,0
,tê-nô,0,0,0,0,0,0,0,0,0,0,0
,teo,0,0,0,0,0,0,0,0,0,0,0
,teo lại,0,0,0,0,0,0,0,0,0,0,0
,teo nhỏ,0,0,0,0,0,0,0,0,0,0,0
,tẹt,0,0,0,0,0,0,0,0,0,0,0
,tẹt và hếch,0,0,0,0,0,0,0,0,0,0,0
transitive,tha,0,0,0,0,0,0,0,0,0,0,0
attitude,thái độ,0,0,0,0,0,0,0,0,0,0,0
,thấm,0,0,0,0,0,0,0,0,0,0,0
,thẫm,0,0,0,0,0,0,0,0,0,0,0
,thảm,0,0,0,0,0,0,0,0,0,0,0
,thấm nước,0,0,0,0,0,0,0,0,0,0,0
,thâm trầm,0,0,0,0,0,0,0,0,0,0,0
detective,thám tử,0,0,0,0,0,0,0,0,0,0,0
,thân,0,0,0,0,0,0,0,0,0,0,0
,thần kinh,0,0,0,0,0,0,0,0,0,0,0
,thần thoại,0,0,0,0,0,0,0,0,0,0,0
,thần thông,0,0,0,0,0,0,0,0,0,0,0
,thân thuộc,0,0,0,0,0,0,0,0,0,0,0
,thẳng,0,0,0,0,0,0,0,0,0,0,0
,thẳng đứng,0,0,0,0,0,0,0,0,0,0,0
,thằng một mạch,0,0,0,0,0,0,0,0,0,0,0
,thẳng thớm,0,0,0,0,0,0,0,0,0,0,0
,thẳng thừng,0,0,0,0,0,0,0,0,0,0,0
ultimo,tháng trước,0,0,0,0,0,0,0,0,0,0,0
,thắng yên,0,0,0,0,0,0,0,0,0,0,0
,thanh,0,0,0,0,0,0,0,0,0,0,0
hallowed,thánh,0,0,0,0,0,0,0,0,0,0,0
,thành cục,0,0,0,0,0,0,0,0,0,0,0
,thanh mảnh,0,0,0,0,0,0,0,0,0,0,0
,thanh niên,0,0,0,0,0,0,0,0,0,0,0
,thành niên,0,0,0,0,0,0,0,0,0,0,0
component,thành phần,0,0,0,0,0,0,0,0,0,0,0
,thành tảng,0,0,0,0,0,0,0,0,0,0,0
,thanh thản,0,0,0,0,0,0,0,0,0,0,0
,thanh thanh,0,0,0,0,0,0,0,0,0,0,0
